id,brand,name_ja,model,category,verification_status,discontinued,official_url,current_image_url,source
ee7362cb-6b6e-4346-b188-5ff9fb9a12aa,finetrack,ドライレイヤーベーシックT,ドライレイヤーベーシックT,,,false,,,gear_products
5aa633fb-eeb6-479e-ab23-f02d63eaf45f,finetrack,ドラウトクロージャケット,ドラウトクロージャケット,,,false,,,gear_products
41fcf17c-c717-41ce-8e75-9847e6eb59e3,finetrack,ナノタオル,ナノタオル,,,false,,,gear_products
4bac0e06-ae46-4785-80ff-99a63d5ad019,finetrack,フロウラップフーディ,フロウラップフーディ,,,false,,,gear_products
fd09b5b1-89ee-430a-92d8-c20878c41619,finetrack,ポリゴンULジャケット,ポリゴンULジャケット,,,false,,,gear_products
881863eb-43ee-4b69-a686-cafd2496084c,finetrack,メリノスピンライトロングスリーブ,メリノスピンライトロングスリーブ,,,false,,,gear_products
8306b498-2ea3-43de-bc09-10583d316f24,GREGORY,ジェイド 28,Jade 28,,,false,,,gear_products
f9abff1b-b6cd-4e82-9c10-ebc5576b2601,GREGORY,ジェイド 38,Jade 38,,,false,,,gear_products
be6b164a-3873-4d71-9c4b-e9b5e34fe495,GREGORY,ズール 35,Zulu 35,,,false,,,gear_products
d468e7b9-b81d-447d-8fa5-b78c79be51d3,GREGORY,ズール 45,Zulu 45,,,false,,,gear_products
f72a3b3e-75a9-4e13-b803-095e27f46849,GREGORY,ディバ 60,Deva 60,,,false,,,gear_products
9d9a2d87-10bc-4f9c-b760-3fc6c51a4537,GREGORY,パラゴン 48,Paragon 48,,,false,,,gear_products
86c95d94-f63a-42b2-8eb9-841117fca1f5,GREGORY,バルトロ 65,Baltoro 65,,,false,,,gear_products
6aa52158-29b4-4c3a-8104-5ba6c7088f96,GREGORY,フォーカル 48,Focal 48,,,false,,,gear_products
bb37c629-db12-4560-b3d0-0f051e28734c,GREGORY,メイブン 45,Maven 45,,,false,,,gear_products
fa5f50be-7b3c-4e58-90ce-a23794433aa5,Hyperlite Mountain Gear,Southwest 55,Southwest 55,,,false,,,gear_products
82903835-25c4-4d1c-b021-4272e32b5a08,LA SPORTIVA,Aequilibrium ST GTX,Aequilibrium ST GTX,,,false,,,gear_products
a94ab5f8-670f-4ed3-b97a-a209864ba0ba,LA SPORTIVA,Akasha II,Akasha II,,,false,,,gear_products
afad2057-2d58-4143-8936-10df4538c613,LA SPORTIVA,Prodigio,Prodigio,,,false,,,gear_products
bc0c8bed-0b57-47e7-a813-fa66d00a3cd1,LA SPORTIVA,Trango Tech GTX,Trango Tech GTX,,,false,,,gear_products
c9ebdf6a-f8e1-45fd-bcd6-2c352688647e,LA SPORTIVA,TX4 Evo GTX,TX4 Evo GTX,,,false,,,gear_products
2c61c380-9819-4bef-a432-2d4d76f02e95,LA SPORTIVA,TX4 Evo Mid GTX,TX4 Evo Mid GTX,,,false,,,gear_products
e95ac6f7-dd16-42e4-8010-b8855d2daebc,LA SPORTIVA,TX5 Evo GTX,TX5 Evo GTX,,,false,,,gear_products
33c37f84-007c-4c72-ba63-bd2fb1926714,LA SPORTIVA,TX5 Evo Mid GTX,TX5 Evo Mid GTX,,,false,,,gear_products
c280f472-7f30-4a22-8f07-5cf4178bce48,LA SPORTIVA,Ultra Raptor 3 GTX,Ultra Raptor 3 GTX,,,false,,,gear_products
907cd359-4583-4704-b1f9-093b0f031658,LA SPORTIVA,Ultra Raptor 3 Mid GTX,Ultra Raptor 3 Mid GTX,,,false,,,gear_products
577a1e05-f07e-4bab-824d-c9ee2fc12a9c,Mammut,アコンカグア ML ジャケット,Aconcagua ML Jacket,,,false,,,gear_products
b01af999-0a85-4256-bcb3-b7c082a5d45d,Mammut,アルト ライト HS フーデッド ジャケット,Alto Light HS Hooded Jacket,,,false,,,gear_products
f34bdc06-7b91-4a32-bdda-6a6f3bc0be3b,Mammut,コンベイ ツアー HS フーデッド ジャケット,Convey Tour HS Hooded Jacket,,,false,,,gear_products
971af19f-92cb-4240-896a-e894c7c4e6c1,Mammut,セルティグ II ミッド GTX,Sertig II Mid GTX,,,false,,,gear_products
7bf0eb42-2b7d-4459-b52d-d1beb7fb9d68,Mammut,デュカン 24,Ducan 24,,,false,,,gear_products
b9884c20-c93f-493f-82d4-409d96ae9875,Mammut,デュカン 30,Ducan 30,,,false,,,gear_products
0c0435e9-3362-4a47-bc3e-8c1220bb79fe,Mammut,ランボールド パンツ,Runbold Pants,,,false,,,gear_products
3bb0250c-5d17-4b8a-878c-a269c5894efc,MILLET,ウェルキン 30,WELKIN 30,,,false,,,gear_products
5123e7ef-a2d0-4e83-b1cf-88436e141c8e,MILLET,ティフォン 50000 ストレッチ ジャケット,TYPHON 50000 Stretch Jacket,,,false,,,gear_products
16b23ac2-82e8-4c43-b73a-8da6059794b5,MILLET,ティフォン 50000 ストレッチ パンツ,TYPHON 50000 Stretch Pants,,,false,,,gear_products
50df7c20-c757-4f1a-9b7d-69c2a6c8475b,MILLET,ドライナミック メッシュ 3/4 タイツ,Drynamic Mesh 3/4 Tights,,,false,,,gear_products
3ef3a8ca-7eea-4421-a691-c639942fe101,MILLET,ブリーズバリヤー トイ アルファ ダイレクト ジャケット,Breathe Barrier Toi Alpha Direct Jacket,,,false,,,gear_products
b146f5e5-f423-4e58-8efe-7e7b2f58e113,mont-bell,アルパイン ダウンパーカ,Alpine Down Parka,,,false,,,gear_products
b2fb9cdb-9f2d-4177-8dec-d56ad2a14624,mont-bell,ストームクルーザー ジャケット,Storm Cruiser Jacket,,,false,,,gear_products
7001145c-d704-46ff-8f5e-f6d5d5edce00,mont-bell,ダウンハガー 800 #3,Down Hugger 800 #3,,,false,,,gear_products
9a967ad9-306f-4552-8bf3-cdf5e8f2f351,Nalgene,32oz Wide Mouth Bottle,32oz Wide Mouth Bottle,,,false,,,gear_products
b26870b5-bf9b-4ba6-97d8-7444486e2cb6,Nalgene,広口 1.0L ボトル,Wide Mouth 1.0L,,,false,,,gear_products
d13a483e-71e6-4a8c-8add-0c643408b629,NEMO,Tensor Trail Regular,Tensor Trail Regular,,,false,,,gear_products
051f4953-46c6-41a5-a3e2-014921e1bdf0,Osprey,エイジャ48,エイジャ48,,,false,,,gear_products
37c98422-7c0a-40a7-ad77-1d3fb851a4c3,Osprey,エクソス48,エクソス48,,,false,,,gear_products
67bcabfe-d1b9-446c-97a2-a06cb01680f6,Osprey,シラス26,シラス26,,,false,,,gear_products
dbf2bf2d-b58b-491e-9cd0-d8e94a204adf,Osprey,シラス36,シラス36,,,false,,,gear_products
b4acc449-411f-4961-b963-35f699ccd04d,Osprey,ストラトス26,ストラトス26,,,false,,,gear_products
2482747c-0ad2-4340-ad78-8a4dfda93fab,Osprey,ストラトス36,ストラトス36,,,false,,,gear_products
a83d6c2d-f8d9-4db3-99be-363286c9118e,Osprey,タロン22,タロン22,,,false,,,gear_products
80cf8698-ebce-40e5-acb3-1e9de5f2eb88,Osprey,タロン33,タロン33,,,false,,,gear_products
da2e977d-06c2-4e27-a6c1-347b78301729,Osprey,タロン44,タロン44,,,false,,,gear_products
ff587634-a79c-41a2-a67a-42f364876141,Osprey,テンペスト20,テンペスト20,,,false,,,gear_products
eb6b591a-2d19-418e-90fd-cdd3b2be88a6,Osprey,テンペスト30,テンペスト30,,,false,,,gear_products
6bcb12d2-0210-49a8-80b3-cd48e056079d,Osprey,ハイクライト18,ハイクライト18,,,false,,,gear_products
e54ceec4-8179-4c97-93a0-76beaa25ed4f,Osprey,ハイクライト26,ハイクライト26,,,false,,,gear_products
68f6a60b-b9ea-48ce-a3a7-7c5793b98be7,Osprey,ミュータント38,ミュータント38,,,false,,,gear_products
cc4f61b6-461a-429d-858b-ce2d93308b6f,patagonia,R1 Air Hoody,R1 Air Hoody,,,false,,,gear_products
aabaecd4-80dc-43eb-9ebd-b0b658bd7f5c,patagonia,R1 Air Zip-Neck,R1 Air Zip-Neck,,,false,,,gear_products
5477d9d3-fb64-4620-a1c0-4c1029a1a2b9,patagonia,キャプリーン・クール・デイリー・シャツ,Capilene Cool Daily Shirt,,,false,,,gear_products
f77e2fbd-923c-4459-a7fd-367b0dd2c89a,patagonia,ダウン・セーター・フーディ,Down Sweater Hoody,,,false,,,gear_products
682dd301-7257-447b-b44c-04ade7ded607,patagonia,テルボンヌ・ジョガーズ,Terrebonne Joggers,,,false,,,gear_products
b6036676-2ff6-4eda-a4eb-6bae82da691e,patagonia,トレントシェル 3L パンツ,Torrentshell 3L Pants,,,false,,,gear_products
3000ace2-886d-4a0e-9d16-e1ae5ac1b824,patagonia,ナノ・パフ・ジャケット,Nano Puff Jacket,,,false,,,gear_products
73267031-be05-46a3-9bf9-b5e97578849e,patagonia,ブラックホール・パック 32L,Black Hole Pack 32L,,,false,,,gear_products
8539594d-c874-4205-97ef-27329fbca0ad,Petzl,ARIA 1 RGB,ARIA 1 RGB,,,false,,,gear_products
7a1ee0c5-1895-45b7-9143-d07629228b79,Petzl,ARIA 2 RGB,ARIA 2 RGB,,,false,,,gear_products
3774c498-5ee3-4ab4-a2aa-d7bb072f0b4c,Petzl,ARIA 2R,ARIA 2R,,,false,,,gear_products
37be6e0f-59d3-4870-a80f-3a1b44ad8eb4,Petzl,BINDI,BINDI,,,false,,,gear_products
ec43d109-e419-4ccb-904a-f6d6f2347889,Petzl,BOREO,BOREO,,,false,,,gear_products
991ccc85-a1aa-429f-b1c9-589e28b90432,Petzl,IKO,IKO,,,false,,,gear_products
aca97990-3dea-4604-b54b-3bc948f73099,Petzl,METEOR,METEOR,,,false,,,gear_products
b9921d1c-586d-44cd-b9ef-b7b67ae121ce,Petzl,NAO RL,NAO RL,,,false,,,gear_products
d5ee928f-64bd-48b3-9ca1-fc1e648ea8ff,Petzl,TACTIKKA,TACTIKKA,,,false,,,gear_products
68a7a1e0-a09d-4a67-986a-175694fe37fa,Petzl,TACTIKKA CORE,TACTIKKA CORE,,,false,,,gear_products
794e738f-c66f-43f7-937c-37b5ddb889dc,Sawyer,Squeeze ウォーターフィルターシステム,Squeeze Water Filter System,,,false,,,gear_products
0acec8ae-d2ff-43f3-b7e0-1357ad53c5b7,Snow Peak,チタン先割れスプーン,Titanium Spork,,,false,,,gear_products
e7658b49-56ba-41ad-a42c-4575d53d2231,SOTO,ウインドマスター,WindMaster,,,false,,,gear_products
f74289ec-cab1-4199-91d6-fd44b279eb9b,YAMAP,ベーシック ファーストエイドキット,Basic First Aid Kit,,,false,,,gear_products
75ebecea-8378-4617-8255-1ac1cb39840f,山と道,100% Merino Hoody,100% Merino Hoody,,,false,,,gear_products
24e3e111-3514-4aa7-ab17-00d8ddc49f4f,山と道,100% Merino Light Long Sleeve,100% Merino Light Long Sleeve,,,false,,,gear_products
d6bdd74c-155b-4404-894e-ff27d0ded994,山と道,5-Pocket Pants,5-Pocket Pants,,,false,,,gear_products
4f9682ae-5725-4284-af95-26cbbdc50e15,山と道,5-Pocket Shorts,5-Pocket Shorts,,,false,,,gear_products
9b32957b-b394-4034-a2e7-419d1219ca7a,山と道,Alpha Anorak,Alpha Anorak,,,false,,,gear_products
cbe90a7d-279a-4b90-84fe-df0fa6891dac,山と道,Alpha Haramaki,Alpha Haramaki,,,false,,,gear_products
83079b8a-a21d-4c65-a47c-fd3be1897254,山と道,Bamboo Shirt,Bamboo Shirt,,,false,,,gear_products
22795b6f-8239-4363-a127-1819be03c6e6,山と道,DW 5-Pocket Pants,DW 5-Pocket Pants,,,false,,,gear_products
02fcca9e-4a01-49f7-8b42-45e201873ecd,山と道,Light 5-Pocket Pants,Light 5-Pocket Pants,,,false,,,gear_products
205e0589-4658-49ef-aa4b-50d9d415d206,山と道,Light Alpha Tights,Light Alpha Tights,,,false,,,gear_products
7be8ba04-f384-435b-a7d7-dc2df62170c1,山と道,Light Rain Jacket,Light Rain Jacket,,,false,,,gear_products
8ab9fb99-6005-4494-83a0-ee9433887f03,山と道,Merino Knit Cap,Merino Knit Cap,,,false,,,gear_products
a25640e2-7108-417d-a611-415e74239ff0,山と道,Only Hood,Only Hood,,,false,,,gear_products
19aeae13-5b3b-4312-8225-22f57e0e0acd,山と道,UL Short Sleeve Shirt,UL Short Sleeve Shirt,,,false,,,gear_products
