id,brand,name_ja,model,official_weight_grams,weight_grams,msrp_jpy,verification_status,official_url,msrp_source_url,fill_official_weight_grams,fill_msrp_jpy,fill_official_url,fill_msrp_source_url,fill_verification_status,source_note
e63a71d2-50c2-432d-ab50-4873110de482,Caravan,C1_LIGHT LOW,C1_LIGHT LOW,,,,needs_review,https://www.caravan-web.com/c/category,https://www.caravan-web.com/c/category,,,,,,
e2df3fd7-41a1-4765-9566-a624f19eb248,Caravan,C1_LIGHT MID,C1_LIGHT MID,,,,needs_review,https://www.caravan-web.com/c/category,https://www.caravan-web.com/c/category,,,,,,
5a0efa6f-4973-48d7-b9c1-fefb6f590a50,Caravan,C6_02,C6_02,,,,needs_review,https://www.caravan-web.com/c/category,https://www.caravan-web.com/c/category,,,,,,
b6f9904e-2590-45b3-b218-fe41463ee00e,Caravan,C7_04,C7_04,,,,needs_review,https://www.caravan-web.com/c/category,https://www.caravan-web.com/c/category,,,,,,
abc4ccac-37ab-405e-94dc-b7afcd90c365,Caravan,GK26,GK26,,,,needs_review,https://www.caravan-web.com/c/category,https://www.caravan-web.com/c/category,,,,,,
3b9c202b-899b-4f58-a2d2-d07bbd81659f,Caravan,GK83,GK83,,,,needs_review,https://www.caravan-web.com/c/category,https://www.caravan-web.com/c/category,,,,,,
af76def1-964a-44b0-a8c2-046b50e61e2f,Caravan,GK88,GK88,,,,needs_review,https://www.caravan-web.com/c/category,https://www.caravan-web.com/c/category,,,,,,
3361ef18-e99e-4679-b57c-7900fa399802,Caravan,KR_3XF,KR_3XF,,,,needs_review,https://www.caravan-web.com/c/category,https://www.caravan-web.com/c/category,,,,,,
a14ea884-670d-45fc-b649-6c3c2cdb3793,Caravan,KR_3XR,KR_3XR,,,,needs_review,https://www.caravan-web.com/c/category,https://www.caravan-web.com/c/category,,,,,,
68cc5d81-fcd8-45ba-9754-cfd2fbaccb09,Caravan,渓流 KR_3XFW,渓流 KR_3XFW,,,,needs_review,https://www.caravan-web.com/c/category,https://www.caravan-web.com/c/category,,,,,,
300a90e0-7002-417e-9adf-56e545374915,finetrack,エバーブレスフォトンジャケット,エバーブレスフォトンジャケット,,,,needs_review,https://www.finetrack.com/products/,https://www.finetrack.com/products/,,,,,,
32adc51e-9fbe-4a77-8869-2266f40e5692,finetrack,カミナドーム1,カミナドーム1,1130,1130,,verified,https://www.finetrack.com/products/kamina-dome/,https://www.finetrack.com/products/kamina-dome/,,,,,,
3f3203d3-276c-4917-a771-d9cb5f03eb7c,finetrack,カミナドーム1 フットプリント,カミナドーム1 フットプリント,,,,needs_review,https://www.finetrack.com/products/kamina-dome/,https://www.finetrack.com/products/kamina-dome/,,,,,,
2e1ddc3a-da38-4e7c-8945-3a636f0e328a,finetrack,カミナドーム2,カミナドーム2,1310,1310,,verified,https://www.finetrack.com/products/kamina-dome/,https://www.finetrack.com/products/kamina-dome/,,,,,,
43c8e4d8-9c22-4447-8367-f07735769962,finetrack,カミナドーム2 フットプリント,カミナドーム2 フットプリント,,,,needs_review,https://www.finetrack.com/products/kamina-dome/,https://www.finetrack.com/products/kamina-dome/,,,,,,
48b8f3a1-b189-4e0c-8302-04e667cf9010,finetrack,カミナドーム4,カミナドーム4,1860,1860,,verified,https://www.finetrack.com/products/kamina-dome/,https://www.finetrack.com/products/kamina-dome/,,,,,,
19837f12-fc7a-4f4d-abc5-72d961c8a36d,finetrack,カミナモノポール1,カミナモノポール1,890,890,,verified,https://www.finetrack.com/products/kamina-monopole/,https://www.finetrack.com/products/kamina-monopole/,,,,,,
bce09673-644a-4b49-baf0-ef6b5e962642,finetrack,カミナモノポール2,カミナモノポール2,990,990,,verified,https://www.finetrack.com/products/kamina-monopole/,https://www.finetrack.com/products/kamina-monopole/,,,,,,
aad89d40-b629-42df-9083-a82e70fc199c,finetrack,カミノパンツ,カミノパンツ,,,,needs_review,https://www.finetrack.com/products/,https://www.finetrack.com/products/,,,,,,
92e9d564-5071-4557-a807-0e5c21c7f9ea,finetrack,ゴージュタープ,ゴージュタープ,455,455,,verified,https://www.finetrack.com/products/gorge-tarp/,https://www.finetrack.com/products/gorge-tarp/,,,,,,
127d46dd-40ca-4f33-8248-15a702950190,finetrack,ゴージュタープミニ,ゴージュタープミニ,300,300,,verified,https://www.finetrack.com/products/gorge-tarp/,https://www.finetrack.com/products/gorge-tarp/,,,,,,
1046a172-2d21-4004-96bd-228b8209e991,finetrack,ツエルト1,ツエルト1,230,230,,verified,https://www.finetrack.com/products/zelt/zelt1/,https://www.finetrack.com/products/zelt/,,,,,,
8f69e196-c1bf-4d5a-98b9-82302f7246b4,finetrack,ツエルト2,ツエルト2,,,,needs_review,https://www.finetrack.com/products/zelt/,https://www.finetrack.com/products/zelt/,,,,,,
ad0ea239-891d-4f0c-a49f-39c3172d804c,finetrack,ツエルト2ロング,ツエルト2ロング,240,240,,verified,https://www.finetrack.com/products/zelt/zelt2long/,https://www.finetrack.com/products/zelt/,,,,,,
1913537e-b401-43d3-813f-067978a23204,finetrack,ドライレイヤーウォームロングスリーブ,ドライレイヤーウォームロングスリーブ,,,,needs_review,https://www.finetrack.com/products/,https://www.finetrack.com/products/,,,,,,
4dc304b2-f571-4279-9f4d-4ca8f8482206,finetrack,ドライレイヤークールT,ドライレイヤークールT,,,,needs_review,https://www.finetrack.com/products/,https://www.finetrack.com/products/,,,,,,
ee7362cb-6b6e-4346-b188-5ff9fb9a12aa,finetrack,ドライレイヤーベーシックT,ドライレイヤーベーシックT,,,,needs_review,https://www.finetrack.com/products/,https://www.finetrack.com/products/,,,,,,
5aa633fb-eeb6-479e-ab23-f02d63eaf45f,finetrack,ドラウトクロージャケット,ドラウトクロージャケット,,,,needs_review,https://www.finetrack.com/products/,https://www.finetrack.com/products/,,,,,,
41fcf17c-c717-41ce-8e75-9847e6eb59e3,finetrack,ナノタオル,ナノタオル,,,,needs_review,https://www.finetrack.com/products/,https://www.finetrack.com/products/,,,,,,
a32a825c-0ad6-4a05-9459-12c2ba87a1d5,finetrack,ピコシェルター,ピコシェルター,120,120,,verified,https://www.finetrack.com/products/zelt/picoshelter/,https://www.finetrack.com/products/zelt/,,,,,,
4bac0e06-ae46-4785-80ff-99a63d5ad019,finetrack,フロウラップフーディ,フロウラップフーディ,,,,needs_review,https://www.finetrack.com/products/,https://www.finetrack.com/products/,,,,,,
fd09b5b1-89ee-430a-92d8-c20878c41619,finetrack,ポリゴンULジャケット,ポリゴンULジャケット,,,,needs_review,https://www.finetrack.com/products/,https://www.finetrack.com/products/,,,,,,
881863eb-43ee-4b69-a686-cafd2496084c,finetrack,メリノスピンライトロングスリーブ,メリノスピンライトロングスリーブ,,,,needs_review,https://www.finetrack.com/products/,https://www.finetrack.com/products/,,,,,,
7920db57-54b5-47f7-ab93-d1d2c5e26350,Garmin,eTrex SE,eTrex SE,157,157,,verified,https://www.garmin.com/en-US/p/835742/pn/010-02734-00/,https://www.garmin.com/en-US/p/835742/pn/010-02734-00/,,,,,,
9a967ad9-306f-4552-8bf3-cdf5e8f2f351,Nalgene,32oz Wide Mouth Bottle,32oz Wide Mouth Bottle,177,177,,verified,https://nalgene.com/product/32oz-wide-mouth-bottle/,https://nalgene.com/product/32oz-wide-mouth-bottle/,,,,,,
051f4953-46c6-41a5-a3e2-014921e1bdf0,Osprey,エイジャ48,エイジャ48,,,,needs_review,https://www.osprey.com/,https://www.osprey.com/,,,,,,
37c98422-7c0a-40a7-ad77-1d3fb851a4c3,Osprey,エクソス48,エクソス48,,,,needs_review,https://www.osprey.com/,https://www.osprey.com/,,,,,,
67bcabfe-d1b9-446c-97a2-a06cb01680f6,Osprey,シラス26,シラス26,,,,needs_review,https://www.osprey.com/,https://www.osprey.com/,,,,,,
dbf2bf2d-b58b-491e-9cd0-d8e94a204adf,Osprey,シラス36,シラス36,,,,needs_review,https://www.osprey.com/,https://www.osprey.com/,,,,,,
b4acc449-411f-4961-b963-35f699ccd04d,Osprey,ストラトス26,ストラトス26,,,,needs_review,https://www.osprey.com/,https://www.osprey.com/,,,,,,
2482747c-0ad2-4340-ad78-8a4dfda93fab,Osprey,ストラトス36,ストラトス36,,,,needs_review,https://www.osprey.com/,https://www.osprey.com/,,,,,,
a83d6c2d-f8d9-4db3-99be-363286c9118e,Osprey,タロン22,タロン22,,,,needs_review,https://www.osprey.com/,https://www.osprey.com/,,,,,,
80cf8698-ebce-40e5-acb3-1e9de5f2eb88,Osprey,タロン33,タロン33,,,,needs_review,https://www.osprey.com/,https://www.osprey.com/,,,,,,
da2e977d-06c2-4e27-a6c1-347b78301729,Osprey,タロン44,タロン44,,,,needs_review,https://www.osprey.com/,https://www.osprey.com/,,,,,,
ff587634-a79c-41a2-a67a-42f364876141,Osprey,テンペスト20,テンペスト20,,,,needs_review,https://www.osprey.com/,https://www.osprey.com/,,,,,,
eb6b591a-2d19-418e-90fd-cdd3b2be88a6,Osprey,テンペスト30,テンペスト30,,,,needs_review,https://www.osprey.com/,https://www.osprey.com/,,,,,,
6bcb12d2-0210-49a8-80b3-cd48e056079d,Osprey,ハイクライト18,ハイクライト18,,,,needs_review,https://www.osprey.com/,https://www.osprey.com/,,,,,,
e54ceec4-8179-4c97-93a0-76beaa25ed4f,Osprey,ハイクライト26,ハイクライト26,,,,needs_review,https://www.osprey.com/,https://www.osprey.com/,,,,,,
68f6a60b-b9ea-48ce-a3a7-7c5793b98be7,Osprey,ミュータント38,ミュータント38,,,,needs_review,https://www.osprey.com/,https://www.osprey.com/,,,,,,
8a686a94-deed-492a-8e8c-e666fa0669d9,Petzl,ACTIK,ACTIK,98,98,,verified,https://www.petzl.com/INT/en/Sport/Headlamps/ACTIK,https://www.petzl.com/INT/en/Sport/Headlamps/ACTIK,,,,,,
26784443-9cdb-495a-90e6-4b60a892ca59,Petzl,ACTIK CORE,ACTIK CORE,88,88,,verified,https://www.petzl.com/INT/en/Sport/Headlamps/ACTIK-CORE,https://www.petzl.com/INT/en/Sport/Headlamps/ACTIK-CORE,,,,,,
8539594d-c874-4205-97ef-27329fbca0ad,Petzl,ARIA 1 RGB,ARIA 1 RGB,,,,needs_review,https://www.petzl.com/INT/en/Sport/Headlamps,https://www.petzl.com/INT/en/Sport/Headlamps,,,,,,
7a1ee0c5-1895-45b7-9143-d07629228b79,Petzl,ARIA 2 RGB,ARIA 2 RGB,,,,needs_review,https://www.petzl.com/INT/en/Sport/Headlamps,https://www.petzl.com/INT/en/Sport/Headlamps,,,,,,
3774c498-5ee3-4ab4-a2aa-d7bb072f0b4c,Petzl,ARIA 2R,ARIA 2R,,,,needs_review,https://www.petzl.com/INT/en/Sport/Headlamps,https://www.petzl.com/INT/en/Sport/Headlamps,,,,,,
37be6e0f-59d3-4870-a80f-3a1b44ad8eb4,Petzl,BINDI,BINDI,,,,needs_review,https://www.petzl.com/INT/en/Sport/Headlamps,https://www.petzl.com/INT/en/Sport/Headlamps,,,,,,
ec43d109-e419-4ccb-904a-f6d6f2347889,Petzl,BOREO,BOREO,,,,needs_review,https://www.petzl.com/INT/en/Sport/Helmets,https://www.petzl.com/INT/en/Sport/Helmets,,,,,,
991ccc85-a1aa-429f-b1c9-589e28b90432,Petzl,IKO,IKO,,,,needs_review,https://www.petzl.com/INT/en/Sport/Headlamps,https://www.petzl.com/INT/en/Sport/Headlamps,,,,,,
b91e74c9-0290-4807-a621-2b39dad8dad9,Petzl,IKO CORE,IKO CORE,79,79,,verified,https://www.petzl.com/INT/en/Sport/Headlamps/IKO-CORE,https://www.petzl.com/INT/en/Sport/Headlamps/IKO-CORE,,,,,,
aca97990-3dea-4604-b54b-3bc948f73099,Petzl,METEOR,METEOR,,,,needs_review,https://www.petzl.com/INT/en/Sport/Helmets,https://www.petzl.com/INT/en/Sport/Helmets,,,,,,
b9921d1c-586d-44cd-b9ef-b7b67ae121ce,Petzl,NAO RL,NAO RL,,,,needs_review,https://www.petzl.com/INT/en/Sport/Headlamps,https://www.petzl.com/INT/en/Sport/Headlamps,,,,,,
73172134-dca1-48fb-9811-e51e59221b9f,Petzl,SWIFT RL,SWIFT RL,92,92,,verified,https://www.petzl.com/INT/en/Sport/Headlamps/SWIFT-RL,https://www.petzl.com/INT/en/Sport/Headlamps/SWIFT-RL,,,,,,
d5ee928f-64bd-48b3-9ca1-fc1e648ea8ff,Petzl,TACTIKKA,TACTIKKA,,,,needs_review,https://www.petzl.com/INT/en/Sport/Headlamps,https://www.petzl.com/INT/en/Sport/Headlamps,,,,,,
68a7a1e0-a09d-4a67-986a-175694fe37fa,Petzl,TACTIKKA CORE,TACTIKKA CORE,,,,needs_review,https://www.petzl.com/INT/en/Sport/Headlamps,https://www.petzl.com/INT/en/Sport/Headlamps,,,,,,
28a64247-d87f-4252-9c50-311b17399e97,Petzl,TIKKA,TIKKA,94,94,,verified,https://www.petzl.com/INT/en/Sport/Headlamps/TIKKA,https://www.petzl.com/INT/en/Sport/Headlamps/TIKKA,,,,,,
8ca84e74-20c5-41e9-8949-ec5a8cf4a449,Petzl,TIKKA CORE,TIKKA CORE,84,84,,verified,https://www.petzl.com/INT/en/Sport/Headlamps/TIKKA-CORE,https://www.petzl.com/INT/en/Sport/Headlamps/TIKKA-CORE,,,,,,
794e738f-c66f-43f7-937c-37b5ddb889dc,Sawyer,Squeeze ウォーターフィルターシステム,Squeeze Water Filter System,232,232,,verified,https://www.sawyer.com/product/squeeze-water-filter-system,https://www.sawyer.com/product/squeeze-water-filter-system,,,,,,
