id,brand,name_ja,model,official_weight_grams,weight_grams,msrp_jpy,verification_status,official_url,msrp_source_url,fill_official_weight_grams,fill_msrp_jpy,fill_official_url,fill_msrp_source_url,fill_verification_status,source_note
0acec8ae-d2ff-43f3-b7e0-1357ad53c5b7,Snow Peak,チタン先割れスプーン,Titanium Spork,16,16,,verified,https://www.snowpeak.com/products/titanium-spork,https://www.snowpeak.com/products/titanium-spork,,,,,,
801dd5bb-d4b2-4574-9921-36429dc3d097,THE NORTH FACE,フットプリント/マウンテンショット1,フットプリント/マウンテンショット1,,,6600,needs_review,https://www.goldwin.co.jp/ap/item/i/m/NN32408,https://www.goldwin.co.jp/ap/item/i/m/NN32408,,,,,,
2c8eb353-52e5-48eb-bdce-9b037e192055,THE NORTH FACE,フットプリント/マウンテンショット2,フットプリント/マウンテンショット2,,,7700,needs_review,https://www.goldwin.co.jp/ap/item/i/m/NN32407,https://www.goldwin.co.jp/ap/item/i/m/NN32407,,,,,,
bb67aec0-f9c2-4a30-9e84-237e03332717,Therm-a-Rest,NeoAir XLite NXT MAX レギュラーワイド,NeoAir XLite NXT MAX Regular Wide,539,539,,verified,https://www.thermarest.com/sleeping-pads/fast-and-light/neoair-xlite-nxt-max-sleeping-pad/neoair-xlite-nxt-max.html,https://www.thermarest.com/sleeping-pads/fast-and-light/neoair-xlite-nxt-max-sleeping-pad/neoair-xlite-nxt-max.html,,,,,,
06258fba-df94-48fe-9c47-dab2b378d1cd,Therm-a-Rest,NeoAir XLite NXT レギュラー,NeoAir XLite NXT Regular,369,369,,verified,https://www.thermarest.com/sleeping-pads/fast-and-light/neoair-xlite-nxt-sleeping-pad/neoair-xlite-nxt.html,https://www.thermarest.com/sleeping-pads/fast-and-light/neoair-xlite-nxt-sleeping-pad/neoair-xlite-nxt.html,,,,,,
04b7c025-b597-4d8c-8834-257084f778ea,Therm-a-Rest,NeoAir XTherm NXT MAX レギュラーワイド,NeoAir XTherm NXT MAX Regular Wide,652,652,,verified,https://www.thermarest.com/sleeping-pads/fast-and-light/neoair-r-xtherm-nxt-max-sleeping-pad/neoair-r-xtherm-nxt-max.html,https://www.thermarest.com/sleeping-pads/fast-and-light/neoair-r-xtherm-nxt-max-sleeping-pad/neoair-r-xtherm-nxt-max.html,,,,,,
70408436-1a10-4260-b839-b9e192ac71c8,Therm-a-Rest,NeoAir XTherm NXT レギュラー,NeoAir XTherm NXT Regular,439,439,,verified,https://www.thermarest.com/sleeping-pads/fast-and-light/neoair-xtherm-nxt-sleeping-pad/neoair-xtherm-nxt.html,https://www.thermarest.com/sleeping-pads/fast-and-light/neoair-xtherm-nxt-sleeping-pad/neoair-xtherm-nxt.html,,,,,,
a875c87d-88b1-4f3c-a693-aee4ebf0a2f2,Therm-a-Rest,Original Z Lite,Original Z Lite,397,397,,verified,https://www.thermarest.com/sleeping-pads/trek-and-travel/original-z-lite-sleeping-pad/original-z-lite.html,https://www.thermarest.com/sleeping-pads/trek-and-travel/original-z-lite-sleeping-pad/original-z-lite.html,,,,,,
59273438-5547-4588-8681-0db8468f528a,Therm-a-Rest,ProLite Apex レギュラー,ProLite Apex Regular,624,624,,verified,https://www.thermarest.com/sleeping-pads/trek-and-travel/prolite-apex-sleeping-pad/prolite-apex.html,https://www.thermarest.com/sleeping-pads/trek-and-travel/prolite-apex-sleeping-pad/prolite-apex.html,,,,,,
3cfa4e4f-b7cb-488d-ad57-88e778a880bc,Therm-a-Rest,ProLite Plus レギュラー,ProLite Plus Regular,652,652,,verified,https://www.thermarest.com/sleeping-pads/trek-and-travel/prolite-plus-sleeping-pad/prolite-plus.html,https://www.thermarest.com/sleeping-pads/trek-and-travel/prolite-plus-sleeping-pad/prolite-plus.html,,,,,,
4a312956-857a-4aca-9046-d8e8a083aab7,Therm-a-Rest,RidgeRest Classic レギュラー,RidgeRest Classic Regular,397,397,,verified,https://www.thermarest.com/sleeping-pads/trek-and-travel/ridgerest-classic-sleeping-pad/ridgerest-classic.html,https://www.thermarest.com/sleeping-pads/trek-and-travel/ridgerest-classic-sleeping-pad/ridgerest-classic.html,,,,,,
72cf086e-c764-461d-b4b3-41d03315c1b8,Therm-a-Rest,Z Lite SOL レギュラー,Z Lite SOL Regular,397,397,,verified,https://www.thermarest.com/sleeping-pads/trek-and-travel/z-lite-sol-sleeping-pad/z-lite-sol.html,https://www.thermarest.com/sleeping-pads/trek-and-travel/z-lite-sol-sleeping-pad/z-lite-sol.html,,,,,,
75ebecea-8378-4617-8255-1ac1cb39840f,山と道,100% Merino Hoody,100% Merino Hoody,,,,needs_review,https://shop.yamatomichi.com/collections/all,https://shop.yamatomichi.com/collections/all,,,,,,
24e3e111-3514-4aa7-ab17-00d8ddc49f4f,山と道,100% Merino Light Long Sleeve,100% Merino Light Long Sleeve,,,,needs_review,https://shop.yamatomichi.com/collections/all,https://shop.yamatomichi.com/collections/all,,,,,,
d6bdd74c-155b-4404-894e-ff27d0ded994,山と道,5-Pocket Pants,5-Pocket Pants,,,,needs_review,https://shop.yamatomichi.com/collections/all,https://shop.yamatomichi.com/collections/all,,,,,,
4f9682ae-5725-4284-af95-26cbbdc50e15,山と道,5-Pocket Shorts,5-Pocket Shorts,,,,needs_review,https://shop.yamatomichi.com/collections/all,https://shop.yamatomichi.com/collections/all,,,,,,
9b32957b-b394-4034-a2e7-419d1219ca7a,山と道,Alpha Anorak,Alpha Anorak,,,,needs_review,https://shop.yamatomichi.com/collections/all,https://shop.yamatomichi.com/collections/all,,,,,,
cbe90a7d-279a-4b90-84fe-df0fa6891dac,山と道,Alpha Haramaki,Alpha Haramaki,,,,needs_review,https://shop.yamatomichi.com/collections/all,https://shop.yamatomichi.com/collections/all,,,,,,
83079b8a-a21d-4c65-a47c-fd3be1897254,山と道,Bamboo Shirt,Bamboo Shirt,,,,needs_review,https://shop.yamatomichi.com/collections/all,https://shop.yamatomichi.com/collections/all,,,,,,
22795b6f-8239-4363-a127-1819be03c6e6,山と道,DW 5-Pocket Pants,DW 5-Pocket Pants,,,,needs_review,https://shop.yamatomichi.com/collections/all,https://shop.yamatomichi.com/collections/all,,,,,,
02fcca9e-4a01-49f7-8b42-45e201873ecd,山と道,Light 5-Pocket Pants,Light 5-Pocket Pants,,,,needs_review,https://shop.yamatomichi.com/collections/all,https://shop.yamatomichi.com/collections/all,,,,,,
205e0589-4658-49ef-aa4b-50d9d415d206,山と道,Light Alpha Tights,Light Alpha Tights,,,,needs_review,https://shop.yamatomichi.com/collections/all,https://shop.yamatomichi.com/collections/all,,,,,,
8ab9fb99-6005-4494-83a0-ee9433887f03,山と道,Merino Knit Cap,Merino Knit Cap,,,,needs_review,https://shop.yamatomichi.com/collections/all,https://shop.yamatomichi.com/collections/all,,,,,,
a25640e2-7108-417d-a611-415e74239ff0,山と道,Only Hood,Only Hood,,,,needs_review,https://shop.yamatomichi.com/collections/all,https://shop.yamatomichi.com/collections/all,,,,,,
19aeae13-5b3b-4312-8225-22f57e0e0acd,山と道,UL Short Sleeve Shirt,UL Short Sleeve Shirt,,,,needs_review,https://shop.yamatomichi.com/collections/all,https://shop.yamatomichi.com/collections/all,,,,,,
