brand,name_ja,model,category_label,id,managed_file,original_processed_file,source_image_url
Therm-a-Rest,Original Z Lite,Original Z Lite,寝具（Sleep System）,a875c87d-88b1-4f3c-a693-aee4ebf0a2f2,tmp/gear-images/processed/catalog-first-page-visible/by-brand/Therm-a-Rest/Original Z Lite - a875c87d.png,tmp/gear-images/processed/catalog-first-page-visible/a875c87d-88b1-4f3c-a693-aee4ebf0a2f2.png,https://cdn.shopify.com/s/files/1/0574/0642/3174/files/02302_tr_zlite_coyotegray_regular_angle.jpg?v=1724820255
Therm-a-Rest,ProLite Apex レギュラー,ProLite Apex Regular,寝具（Sleep System）,59273438-5547-4588-8681-0db8468f528a,tmp/gear-images/processed/catalog-first-page-visible/by-brand/Therm-a-Rest/ProLite Apex レギュラー - ProLite Apex Regular - 59273438.png,tmp/gear-images/processed/catalog-first-page-visible/59273438-5547-4588-8681-0db8468f528a.png,https://cdn.shopify.com/s/files/1/0574/0642/3174/files/13256_thermarest_prolite_apex_heatwave_regular_angle.jpg?v=1724820263
Therm-a-Rest,ProLite Plus レギュラー,ProLite Plus Regular,寝具（Sleep System）,3cfa4e4f-b7cb-488d-ad57-88e778a880bc,tmp/gear-images/processed/catalog-first-page-visible/by-brand/Therm-a-Rest/ProLite Plus レギュラー - ProLite Plus Regular - 3cfa4e4f.png,tmp/gear-images/processed/catalog-first-page-visible/3cfa4e4f-b7cb-488d-ad57-88e778a880bc.png,https://cdn.shopify.com/s/files/1/0574/0642/3174/files/13260_thermarest_prolite_plus_cayenne_regular_angle.jpg?v=1724820264
Therm-a-Rest,RidgeRest Classic レギュラー,RidgeRest Classic Regular,寝具（Sleep System）,4a312956-857a-4aca-9046-d8e8a083aab7,tmp/gear-images/processed/catalog-first-page-visible/by-brand/Therm-a-Rest/RidgeRest Classic レギュラー - RidgeRest Classic Regular - 4a312956.png,tmp/gear-images/processed/catalog-first-page-visible/4a312956-857a-4aca-9046-d8e8a083aab7.png,https://cdn.shopify.com/s/files/1/0574/0642/3174/files/06432_tr_ridgerest_classic_charcoal_regular_angle.jpg?v=1724820274
山と道,Stuff Pack,Stuff Pack,その他（Other）,4638a66f-389c-4783-ab0e-d9af3de782e9,tmp/gear-images/processed/catalog-first-page-visible/by-brand/山と道/Stuff Pack - 4638a66f.png,tmp/gear-images/processed/catalog-first-page-visible/4638a66f-389c-4783-ab0e-d9af3de782e9.png,https://cdns3.yamatomichi.com/wp-content/uploads/2024/08/202410_eyecatch_Stuff-Pack.jpg
山と道,Yamatomichi Sacoche,Yamatomichi Sacoche,その他（Other）,84a27cf9-b4ef-4758-ac9a-27a5456aca67,tmp/gear-images/processed/catalog-first-page-visible/by-brand/山と道/Yamatomichi Sacoche - 84a27cf9.png,tmp/gear-images/processed/catalog-first-page-visible/84a27cf9-b4ef-4758-ac9a-27a5456aca67.png,https://cdns3.yamatomichi.com/wp-content/uploads/2017/05/dd533f8af1e302e609a1a028ffc49340.jpg
山と道,Zip Pack,Zip Pack,その他（Other）,ca109ad9-2ef8-41ce-b1aa-311cdc2ad15e,tmp/gear-images/processed/catalog-first-page-visible/by-brand/山と道/Zip Pack - ca109ad9.png,tmp/gear-images/processed/catalog-first-page-visible/ca109ad9-2ef8-41ce-b1aa-311cdc2ad15e.png,https://cdns3.yamatomichi.com/wp-content/uploads/2024/08/2026_Zip-Pack_Navy_front-1.jpg
山と道,MINI,MINI,バックパック（Backpack）,907deb26-a00d-4f66-ba01-b4d1314fb6f6,tmp/gear-images/processed/catalog-first-page-visible/by-brand/山と道/MINI - 907deb26.png,tmp/gear-images/processed/catalog-first-page-visible/907deb26-a00d-4f66-ba01-b4d1314fb6f6.png,https://cdns3.yamatomichi.com/wp-content/uploads/2024/08/2026_MINI_Blue-Spruce.jpg
山と道,MINI2,MINI2,バックパック（Backpack）,6e6729e8-6813-487f-bdf5-76792afdce37,tmp/gear-images/processed/catalog-first-page-visible/by-brand/山と道/MINI2 - 6e6729e8.png,tmp/gear-images/processed/catalog-first-page-visible/6e6729e8-6813-487f-bdf5-76792afdce37.png,https://cdns3.yamatomichi.com/wp-content/uploads/2017/05/2026_MINI2_Cinnamon.jpg
山と道,ONE,ONE,バックパック（Backpack）,b29f6998-7b4a-4180-b213-2012d76477dd,tmp/gear-images/processed/catalog-first-page-visible/by-brand/山と道/ONE - b29f6998.png,tmp/gear-images/processed/catalog-first-page-visible/b29f6998-7b4a-4180-b213-2012d76477dd.png,https://cdns3.yamatomichi.com/wp-content/uploads/2024/08/square_2025_ONE_Mustard.jpg
山と道,THREE,THREE,バックパック（Backpack）,b3950d31-612e-4c96-aa9c-5077ded3f09d,tmp/gear-images/processed/catalog-first-page-visible/by-brand/山と道/THREE - b3950d31.png,tmp/gear-images/processed/catalog-first-page-visible/b3950d31-612e-4c96-aa9c-5077ded3f09d.png,https://cdns3.yamatomichi.com/wp-content/uploads/2019/02/2026_THREEStandard_Blue-2.jpg
山と道,Pack Liner (3pcs.),Pack Liner (3pcs.),寝具（Sleep System）,8db39943-cdf0-4db0-8780-b9e9b845e003,tmp/gear-images/processed/catalog-first-page-visible/by-brand/山と道/Pack Liner (3pcs.) - 8db39943.png,tmp/gear-images/processed/catalog-first-page-visible/8db39943-cdf0-4db0-8780-b9e9b845e003.png,https://cdns3.yamatomichi.com/wp-content/uploads/2017/08/2022_Pack_Liner_eyecatch.jpg
